date,ticker,open,close,high,low,volume
2023-02-01,TSLA,278.55,275.81,280.7756467437852,275.4499037992659,1094197
2023-02-02,AAPL,128.86,133.56,134.5643032552737,127.33042497803028,4310060
2023-02-03,TSLA,187.23,190.93,191.28880043261168,185.264000823476,4711943
2023-02-04,AMZN,286.48,286.31,288.1159471478442,285.23906731980037,1945599
2023-02-05,MSFT,127.35,128.27,128.78291948169652,126.3547905464937,4088903
2023-02-06,AAPL,291.96,293.32,295.18018600981287,291.6280512243656,2522138
2023-02-07,AMZN,283.97,284.38,286.8819476981592,283.87471670332917,2189246
2023-02-08,AAPL,270.52,271.43,274.1369221172839,269.53298464143995,3823107
2023-02-09,TSLA,204.62,200.89,206.65128453780864,200.687459749751,2826387
2023-02-10,AMZN,229.05,231.77,232.34750996003794,228.6878092910589,2784026
2023-02-11,AAPL,124.81,127.86,129.1766413690645,124.00348572610203,3548931
2023-02-12,AMZN,145.66,146.44,147.47351548438328,142.9026501322466,2390772
2023-02-13,TSLA,172.19,175.67,177.47939488724873,169.46735285655342,1403291
2023-02-14,MSFT,247.61,244.77,247.91884514366976,244.64936074011123,4936140
2023-02-15,MSFT,267.49,268.25,270.6685168505035,266.99667967111833,1297548
2023-02-16,MSFT,104.58,106.75,109.32887441087964,102.57974657139391,4248072
2023-02-17,MSFT,182.2,186.69,188.641467929188,181.60880223647072,2036338
2023-02-18,AMZN,126.26,123.37,126.61986653000892,122.05413511748871,3705738
2023-02-19,MSFT,131.88,128.01,134.42390826127811,126.42988959071425,3526444
2023-02-20,MSFT,254.24,255.64,257.7799274540416,253.87294614440657,1536251
2023-02-21,TSLA,152.45,154.32,157.1199891883416,151.84119644932014,4218643
2023-02-22,AAPL,169.62,167.95,170.70307486680426,165.2539254796646,4848793
2023-02-23,AMZN,130.87,131.78,132.87690797783262,128.2109587814058,3722969
2023-02-24,TSLA,242.75,243.78,245.50570153694827,241.8414827907343,3310394
2023-02-25,MSFT,272.49,271.68,273.7712512719672,270.75301492200776,1987813
2023-02-26,TSLA,252.83,249.49,254.89332262299402,248.73611005492393,3587115
2023-02-27,TSLA,135.17,133.91,136.34803128813107,131.20221141486707,4082157
2023-02-28,MSFT,282.07,285.08,286.2794051944683,280.7849376937014,2640919
2023-03-01,TSLA,129.48,128.55,130.7991739022428,126.29020919006399,1060298
2023-03-02,AMZN,140.79,141.91,144.8599512790449,140.00939298295745,1300880
2023-03-03,AAPL,263.25,263.81,265.0346338292662,261.3815200570758,3353769
2023-03-04,AMZN,244.79,245.1,245.83986975700785,244.09286498553146,1861063
2023-03-05,TSLA,284.89,286.97,289.8411436574568,282.60398072320237,2812753
2023-03-06,MSFT,114.17,113.23,115.37979933078863,110.38840200392937,1597312
2023-03-07,AMZN,133.27,130.13,135.94422310686582,129.95045495241013,1525413
2023-03-08,MSFT,153.07,151.1,154.6951490488698,149.65945195543264,4074365
2023-03-09,MSFT,239.46,237.72,241.19560948487103,235.6959462362428,2822311
2023-03-10,AMZN,176.96,174.17,177.0472706825058,171.17256007306239,2692638
2023-03-11,AMZN,247.7,251.47,251.86057880620814,246.08045718162646,1723159
2023-03-12,AAPL,192.09,187.19,193.43042924628443,184.47790038982473,3591661
2023-03-13,TSLA,163.36,160.07,163.9013212043615,157.33390274004236,3088715
2023-03-14,AMZN,121.14,116.14,122.46216000617802,115.67469714359089,1486676
2023-03-15,TSLA,235.15,238.73,239.3777858159216,234.08252230172312,4591878
2023-03-16,TSLA,148.78,147.48,148.94378458816283,145.98452038074166,1802050
2023-03-17,AAPL,288.34,288.4,289.98619072092714,287.3264745685187,1686712
2023-03-18,AAPL,176.89,172.9,177.43376973737037,171.19179485108904,4845973
2023-03-19,MSFT,241.41,240.08,242.018588042948,238.6631571391511,2064316
2023-03-20,MSFT,246.67,243.54,246.72905801298205,241.07856336101756,2423183
2023-03-21,AMZN,186.2,182.93,188.25888331767155,181.23573905278494,2035147
2023-03-22,AMZN,149.61,148.16,151.8337415239028,146.93100877710182,4650381
2023-03-23,AMZN,224.55,225.31,228.21330125734332,221.94184202154253,4814308
2023-03-24,TSLA,250.77,246.22,251.38553756914058,243.9854586592571,4351212
2023-03-25,TSLA,241.48,238.47,243.85200322215823,235.7700995002727,1484686
2023-03-26,AAPL,194.96,198.69,199.82497757173073,193.45202494517898,3025620
2023-03-27,AAPL,267.38,271.65,274.20169189252755,266.37733918289825,2378114
2023-03-28,AAPL,196.53,195.47,196.6309774586926,193.66815721103964,2576499
2023-03-29,TSLA,190.54,190.95,191.52848779621996,187.94278299986465,4972667
2023-03-30,AAPL,141.71,143.37,145.8828566040869,139.87024787523077,2743504
2023-03-31,MSFT,107.85,107.41,108.85750586065484,105.25658350017862,2280423
2023-04-01,AAPL,107.15,108.11,108.3882430262326,106.68156900100968,1663607
2023-04-02,AMZN,247.07,244.91,247.84509087190386,244.0709167194727,1857404
2023-04-03,TSLA,174.85,176.46,178.70551046757197,174.70535464315543,2306958
2023-04-04,AAPL,160.68,164.04,164.1528138885695,158.4062862936096,1496021
2023-04-05,TSLA,215.98,218.99,221.88722166967645,214.158818568051,2480325
2023-04-06,MSFT,214.25,216.13,217.99586917130125,212.44546017632175,3906965
2023-04-07,AAPL,271.07,266.62,272.580685322412,264.32340328332106,2820792
2023-04-08,MSFT,147.92,148.11,149.9648118855818,145.62147830661857,1462748
2023-04-09,AMZN,163.97,168.46,170.78047273028648,162.93672895255796,4490863
2023-04-10,AAPL,264.93,260.77,267.5757304700398,259.33678884958425,3558290
2023-04-11,AAPL,239.79,243.3,243.40434677897437,238.13950553283505,1879721
2023-04-12,AAPL,266.71,271.42,272.8163192398647,265.6250820895613,3282112
2023-04-13,AAPL,245.27,243.89,246.2389579635161,242.83736854985816,3740631
2023-04-14,AMZN,171.66,173.02,173.4245576687933,169.93610131809552,4719323
2023-04-15,TSLA,122.73,127.05,128.47157153911257,121.15929341674712,3619276
2023-04-16,AAPL,162.29,162.09,162.43024207801048,162.0174378986602,4554750
2023-04-17,AAPL,158.57,163.26,164.07791068362403,157.74717847277867,3085391
2023-04-18,TSLA,185.26,183.5,186.34697572250522,182.07032781733548,2849371
2023-04-19,TSLA,279.81,278.4,280.2001197354215,277.287365771751,1815382
2023-04-20,TSLA,195.42,200.29,203.27347990127,192.56443633407793,4905476
2023-04-21,MSFT,280.1,279.34,283.08100349894005,278.68918924332695,2190179
2023-04-22,MSFT,212.91,213.21,215.19762670876992,210.46606667593497,3020798
2023-04-23,TSLA,280.41,284.52,286.92323594640834,278.313968864405,4873933
2023-04-24,AAPL,110.98,111.0,112.41976282330013,109.76690717550713,4492381
2023-04-25,TSLA,166.5,163.89,168.6698215761268,163.11987340584065,4827902
2023-04-26,AAPL,215.03,211.43,215.54895697685185,208.43475527013726,2121132
2023-04-27,TSLA,105.49,102.75,106.0244169801634,101.24335374174859,3681464
2023-04-28,AMZN,115.09,114.67,116.92013279381686,114.06845181990954,4612382
2023-04-29,MSFT,174.31,169.88,174.87453369498098,168.7524585578903,1361459
2023-04-30,TSLA,235.27,234.53,237.95522821728133,231.67279548182884,2669708
2023-05-01,TSLA,134.14,129.17,134.55786234642585,127.12535957242883,1151760
2023-05-02,AMZN,135.64,139.78,142.51267008996905,133.77302529233594,2010787
2023-05-03,AAPL,162.14,161.66,162.47157651402156,161.0153702428588,3974310
2023-05-04,AMZN,285.69,282.14,286.0833823396322,281.0660378362515,1840557
2023-05-05,MSFT,257.65,258.29,259.2092676139939,255.18988128183588,3741177
2023-05-06,AMZN,153.71,151.87,156.50556604098475,149.5255093953968,3605579
2023-05-07,AMZN,210.58,206.91,212.21220884011854,205.05241617148164,2752987
2023-05-08,MSFT,170.47,165.92,171.88862590793286,165.58237505939908,2371829
2023-05-09,TSLA,207.4,208.04,209.72457051073695,207.13753338521366,1240036
2023-05-10,AAPL,139.23,137.87,139.70068012077502,135.78206034012757,4563112
2023-05-11,MSFT,220.77,223.53,225.16795560367234,219.20743711484835,2670190
2023-05-12,TSLA,184.4,187.19,187.68224161183943,184.3923153341768,4828351
2023-05-13,AAPL,115.93,120.5,121.21028524390238,115.45462894632053,1911666
2023-05-14,TSLA,102.66,101.29,104.44678403491953,98.59530478343174,4766753
2023-05-15,AMZN,101.66,103.67,106.28351981080246,101.18157123729993,4634315
2023-05-16,TSLA,164.94,162.49,165.81461538696166,162.0939297609189,1292584
2023-05-17,TSLA,177.05,178.58,180.9284155847485,176.40434144584583,4693979
2023-05-18,TSLA,188.41,191.69,193.07054558428013,186.77700054713966,1901274
2023-05-19,AAPL,135.06,131.94,136.24411482693787,130.07690380254067,4638072
2023-05-20,AMZN,289.02,292.0,293.95903789910847,287.1528296571047,4654337
2023-05-21,TSLA,294.96,299.23,301.6461569157633,292.829334279721,4594476
2023-05-22,AMZN,271.22,267.33,272.6624455169833,265.5077791118951,1750599
2023-05-23,AMZN,163.62,166.68,169.32299596128746,162.29659485849953,3948980
2023-05-24,AMZN,143.63,141.36,145.72322602090358,140.3208095766741,4036308
2023-05-25,AAPL,165.35,168.4,169.3734203690904,163.07230855983877,3620897
2023-05-26,AMZN,177.24,179.03,179.0933651225826,177.0705306883126,1411227
2023-05-27,MSFT,230.23,229.67,230.90945023921162,228.87491493052954,1860426
2023-05-28,MSFT,293.52,290.97,294.3565691410337,288.9275605971212,2693471
2023-05-29,AMZN,289.81,290.1,291.84630897643376,289.35852187878913,1583400
2023-05-30,TSLA,127.74,124.95,129.02956667276447,122.21522013172083,4729720
2023-05-31,AMZN,204.0,203.64,204.60787449508035,203.1184488036408,3820571
2023-06-01,MSFT,143.17,145.96,147.0422329622285,140.53082244809207,2867520
2023-06-02,TSLA,212.82,213.45,216.14192074980403,210.2065732711012,1630870
2023-06-03,AMZN,159.0,160.29,162.52377936641284,158.73953683998377,3041624
2023-06-04,AMZN,187.26,185.06,187.580935981253,182.11523300323398,2627336
2023-06-05,MSFT,183.72,185.17,187.19372549278575,182.21184189766691,2140309
2023-06-06,MSFT,289.61,289.82,291.32105222189324,287.78554594539895,2488520
2023-06-07,MSFT,250.19,246.3,250.74118384948437,245.34605558087333,4122908
2023-06-08,TSLA,283.32,282.36,285.92777763838325,279.5701682428417,1848716
2023-06-09,AMZN,298.38,302.71,303.97582464622144,298.26574923469997,1741466
2023-06-10,AAPL,229.59,232.14,234.94837276156088,227.3502937584412,3300094
2023-06-11,TSLA,209.2,205.54,209.50913133351176,203.80154714565614,4487061
2023-06-12,MSFT,186.34,184.2,189.27264074698664,181.39409475590796,2825655
2023-06-13,AMZN,174.46,171.71,175.25018794569104,169.47704483942854,3498260
2023-06-14,TSLA,176.31,180.21,182.52893455737845,173.98257365778363,1429070
2023-06-15,TSLA,251.3,255.11,256.17565350285287,249.70805361679626,2342647
2023-06-16,MSFT,123.33,122.07,125.54145991338748,121.51982849250012,2510787
2023-06-17,MSFT,288.88,288.86,289.33014394965863,288.1056231097088,4522183
2023-06-18,AAPL,222.23,224.47,227.18192579251698,221.1054669052358,1340110
2023-06-19,AMZN,159.42,160.23,162.98351449803852,158.6391105993951,3148191
2023-06-20,MSFT,289.88,290.2,291.56058052156385,289.0692619413242,3660637
2023-06-21,TSLA,207.81,203.33,209.2564426806996,200.53343683953833,1848470
2023-06-22,AAPL,182.26,180.77,184.3278402196653,178.46093859121294,2629609
2023-06-23,MSFT,280.32,284.48,285.9461587109353,279.670105882951,3649997
2023-06-24,MSFT,100.21,97.09,101.82454740253064,94.81703508879723,4114584
2023-06-25,TSLA,125.13,126.45,127.92126849127283,123.97931379504875,3171113
2023-06-26,TSLA,136.4,138.52,140.25369932063342,133.69196724818784,3780552
2023-06-27,TSLA,183.06,181.52,184.16869071193315,179.44276480372326,4994384
2023-06-28,MSFT,164.34,167.07,169.39303584154567,162.281146807283,3526940
2023-06-29,AMZN,287.3,287.05,287.98929372160904,285.75247985920475,3114591
2023-06-30,MSFT,281.47,285.55,285.7257600041836,279.3757396414128,3255063
2023-07-01,AAPL,247.55,246.35,248.75775123859768,243.7793407643273,2251511
2023-07-02,AAPL,182.22,181.01,185.05534199460698,178.72729124608165,3406960
2023-07-03,AMZN,245.59,249.36,250.00945536972176,244.28853857206465,3027786
2023-07-04,AAPL,192.99,189.38,195.98234525673718,187.87326664645127,2055586
2023-07-05,AAPL,259.94,263.11,264.1395292670715,257.4934659264376,2674857
2023-07-06,MSFT,282.81,279.46,284.23934591977536,277.83906371285326,3555094
2023-07-07,AMZN,147.48,147.16,148.811361341375,145.0739230094437,2742623
2023-07-08,AAPL,253.03,253.02,253.70377998137155,251.28470356021438,3598004
2023-07-09,AMZN,166.06,161.34,166.14064492807017,161.20016489044397,4883455
2023-07-10,MSFT,110.92,108.63,112.52196210434246,106.31820137145428,3383187
2023-07-11,AAPL,136.87,132.37,137.05517408197136,130.9559444386468,1337643
2023-07-12,AAPL,119.82,118.75,120.58190441874449,116.42443161565737,2765983
2023-07-13,TSLA,264.54,264.6,265.4794410112254,262.61589978550285,1057701
2023-07-14,TSLA,218.29,216.78,220.5560854325008,215.0198659449352,4322030
2023-07-15,MSFT,100.56,99.16,101.68497210677616,98.57373186247098,3495080
2023-07-16,AAPL,180.53,177.5,183.49861425745294,175.87112538194646,4070942
2023-07-17,AMZN,240.28,245.0,247.89461281316815,238.978118926098,4511922
2023-07-18,AAPL,189.65,187.54,189.89579879129366,186.07798243573566,2949579
2023-07-19,TSLA,292.05,290.11,293.37265334019753,288.2123898315532,3720281
2023-07-20,MSFT,163.98,166.67,167.3510199350281,163.91325061207408,3190411
2023-07-21,AAPL,243.06,240.68,244.42413607876514,240.4666234135193,4262581
2023-07-22,AAPL,208.14,211.6,212.02558997834785,205.2286879761547,1560486
2023-07-23,TSLA,105.78,107.31,109.42642251279236,104.67252992210167,1663217
2023-07-24,MSFT,269.93,273.01,274.6289170972182,267.81781245307576,3114315
2023-07-25,TSLA,236.45,233.44,237.5359495440208,231.32085750891048,2309826
2023-07-26,TSLA,228.14,227.64,229.42355215642345,227.34219716190847,1558778
2023-07-27,AMZN,233.22,238.12,239.2434184911621,231.7317958328156,4041592
2023-07-28,AMZN,136.38,139.58,142.03273882168816,133.55179106726197,4720805
2023-07-29,AMZN,177.51,174.11,178.7475691859437,171.90088647608974,2275356
2023-07-30,MSFT,220.18,218.38,220.81821949159658,216.52244385157792,2419186
2023-07-31,MSFT,113.11,111.9,115.44276453411271,111.46367233781132,1969233
2023-08-01,MSFT,125.92,129.73,132.42324065174176,125.03364026910994,3764207
2023-08-02,MSFT,286.86,284.68,288.55010349977476,284.1356994141173,4031765
2023-08-03,AMZN,184.39,182.97,184.98306202587972,180.85492315652704,1805874
2023-08-04,AMZN,128.69,124.46,131.5575742895372,122.81952873142276,1858973
2023-08-05,AAPL,235.75,238.97,240.8528590493285,234.49485160394232,4693819
2023-08-06,AMZN,152.84,149.33,154.14271364877936,146.73705360119877,1911886
2023-08-07,MSFT,282.06,283.59,285.182410376451,281.9172878714537,2785398
2023-08-08,TSLA,238.84,241.2,242.0686165170975,236.32029580944464,4788051
2023-08-09,TSLA,228.83,225.24,231.71279889132225,224.03032340785916,1536804
2023-08-10,AAPL,199.92,204.88,205.78650127999273,197.3047424821352,2474536
2023-08-11,AMZN,297.64,301.12,301.7551014646134,297.2566314929161,3960236
2023-08-12,TSLA,227.6,222.85,230.1142878159311,220.48377423275556,4341539
2023-08-13,AMZN,271.51,269.47,272.45324800486674,269.22869084920455,3560190
2023-08-14,AMZN,240.31,239.85,243.08019991007797,238.54036592908267,2399569
2023-08-15,AMZN,256.26,258.4,259.41137890387773,253.28136614211166,4773600
2023-08-16,TSLA,187.16,184.83,187.51901172402316,182.49841196018662,1792151
2023-08-17,MSFT,138.54,142.4,144.80316738455133,137.2957075251659,2041573
2023-08-18,TSLA,252.73,248.65,254.8223424147534,247.66566813311596,2346837
2023-08-19,AAPL,250.47,250.89,253.11816002758275,248.71355500786584,4069143
2023-08-20,AMZN,267.03,264.31,269.3368250767263,262.3155998460636,1397663
2023-08-21,AMZN,225.8,227.33,230.24416374954535,222.86215097114317,3477451
2023-08-22,TSLA,202.28,204.8,205.8351604388901,202.23137916747382,2513568
2023-08-23,AMZN,285.49,290.45,291.3473144281717,284.9501251402626,2781262
2023-08-24,TSLA,173.82,175.35,176.3887808398983,173.0507945140631,3660173
2023-08-25,AAPL,168.76,170.61,171.51162287500688,167.6388762966377,3518671
2023-08-26,MSFT,118.58,116.48,119.92290569749608,116.01122262652581,1736177
2023-08-27,AAPL,194.53,192.87,195.32900169402595,192.29510443770673,2505844
2023-08-28,AAPL,262.71,264.72,265.7703868419233,262.1401778389367,4749094
2023-08-29,TSLA,141.4,142.61,143.7059449597645,141.32134840547107,4230145
2023-08-30,TSLA,299.21,303.1,305.24768926925924,296.5470649610184,3605701
2023-08-31,AAPL,158.37,160.66,161.10329029542908,156.9942264917157,2214691
2023-09-01,AAPL,136.8,135.24,137.95298275891798,133.61439789129818,4138441
2023-09-02,AAPL,194.66,190.81,195.7941855698822,189.17052794964394,4912591
2023-09-03,TSLA,141.88,146.81,146.92108987141327,140.20216566641065,3606447
2023-09-04,AMZN,170.27,171.41,174.06899717384437,168.3629930092654,3149176
2023-09-05,TSLA,231.92,229.71,233.5031639279953,228.85029769843268,4215592
2023-09-06,AMZN,126.32,123.04,127.69386595499874,120.48851020767908,4029783
2023-09-07,TSLA,173.2,176.59,177.61113236895386,172.21850055180212,1330097
2023-09-08,TSLA,162.15,165.2,165.8231057040954,159.2767572639754,2145687
2023-09-09,MSFT,181.05,177.38,182.65525460186495,174.93993613905334,1792069
2023-09-10,AAPL,129.59,127.0,131.3976411955253,124.62113672264925,1430010
2023-09-11,TSLA,295.55,298.61,299.30785546466905,295.36927069306574,1862059
2023-09-12,TSLA,188.15,189.3,189.88367279389254,185.8050339678294,2545849
2023-09-13,AAPL,252.36,247.65,254.56196352019273,245.95805966831745,1219667
2023-09-14,AMZN,224.35,229.3,229.86843065066319,222.78768924491993,1454186
2023-09-15,AAPL,268.83,268.98,269.6620851305214,267.6023114957365,1791484
2023-09-16,AMZN,184.01,185.02,186.77743906656605,181.75824585897803,3152975
2023-09-17,TSLA,242.1,239.35,243.18339932352723,236.72592526923904,1502137
2023-09-18,MSFT,155.95,151.63,156.8935806081809,148.6843444541464,4399715
2023-09-19,AAPL,240.62,244.92,245.25091976958893,238.24659161173773,1430357
2023-09-20,AMZN,283.14,282.24,285.866037623539,280.00146774933563,4723100
2023-09-21,AAPL,223.5,220.57,225.31861244182278,219.91806256048102,3605546
2023-09-22,MSFT,274.18,274.09,277.0906867494188,272.8576540399989,4919803
2023-09-23,MSFT,205.36,204.95,206.54806467142535,203.13351379661697,1104449
2023-09-24,TSLA,186.92,191.09,193.430444691617,184.5968673334751,1511428
2023-09-25,AMZN,202.1,205.9,207.03793542180446,199.75278026866832,2885931
2023-09-26,MSFT,157.75,160.11,162.41561545146877,155.56693055907394,1141095
2023-09-27,MSFT,242.86,242.99,243.00983405008628,240.38592385929635,3087492
2023-09-28,MSFT,278.41,279.24,280.54869189980735,276.1292014712592,3476258
2023-09-29,AMZN,298.81,297.41,301.2952565251609,295.0276507645397,1895804
2023-09-30,AMZN,145.22,147.05,147.39904365815855,143.17854167834668,4335732
2023-10-01,AAPL,148.8,147.35,150.3073124176189,144.70963087862373,3840272
2023-10-02,MSFT,257.12,255.8,258.7826359941679,253.01396197951365,4436262
2023-10-03,AAPL,276.75,279.62,280.6043759763771,273.86418484436626,2770297
2023-10-04,MSFT,274.24,273.5,276.2499829427096,272.72419229884673,4844592
2023-10-05,AMZN,184.96,187.77,189.51614156980116,183.71762834282762,1847733
2023-10-06,AAPL,108.09,108.97,110.68516400421134,105.09250582390649,4519418
2023-10-07,AMZN,235.28,238.95,239.37024367219303,233.35983406952957,3998902
2023-10-08,AAPL,279.58,282.2,282.5308185576177,278.6008507609023,1547633
2023-10-09,TSLA,193.08,190.69,194.40173712374198,190.3222565355056,3107215
2023-10-10,AAPL,203.21,199.63,203.37895712902628,197.66547561599972,4851042
2023-10-11,TSLA,294.97,297.17,297.5769238962425,294.73956607761374,2261075
2023-10-12,MSFT,255.08,253.07,256.7852038573762,250.36440833236878,2660500
2023-10-13,AAPL,154.09,154.2,154.33185845728897,153.55860563616415,4590109
2023-10-14,MSFT,286.3,285.11,286.4079096990172,283.2720527160479,4607880
2023-10-15,AMZN,222.23,226.42,228.778752794806,221.7393856496359,4023014
2023-10-16,AAPL,217.06,213.44,219.10004562319077,211.588727812449,2116726
2023-10-17,AMZN,177.81,175.4,178.74329110708416,174.4604171461152,4583787
2023-10-18,AMZN,259.66,260.24,262.507500064184,259.1243860712506,2518756
2023-10-19,AMZN,101.24,99.25,102.31236452066351,97.56128643828941,4414484
2023-10-20,MSFT,271.89,267.12,272.71275258759016,264.87598570274554,3829114
2023-10-21,AMZN,127.49,124.99,130.42852203208832,124.22530476612882,4824198
2023-10-22,TSLA,126.62,125.97,128.36620074013078,124.24466268535657,2242262
2023-10-23,MSFT,103.69,99.43,105.53212864134743,99.11071259895463,1590975
2023-10-24,AAPL,269.73,274.72,275.3524168446075,267.96455122898266,4221525
2023-10-25,MSFT,124.47,125.62,125.65707763189926,123.91653159309388,2268936
2023-10-26,AMZN,280.04,280.78,281.7469922519219,278.7952357225492,2847053
2023-10-27,TSLA,229.38,229.45,231.448831192896,228.2772999199837,2271630
2023-10-28,AAPL,128.97,129.44,130.8843784636539,126.0228012635072,2353697
2023-10-29,MSFT,267.33,262.7,269.8096706267154,261.6071581652456,1044877
2023-10-30,AMZN,225.53,225.47,227.39094239467644,224.76204454628333,2469909
2023-10-31,AAPL,285.0,283.0,286.58332474785,280.23090721840794,1150796
2023-11-01,AMZN,127.64,131.12,132.84206447952113,124.77766115336533,1943823
2023-11-02,TSLA,291.58,289.35,293.6535497699027,289.05463229704554,1296823
2023-11-03,TSLA,222.66,224.36,226.34997258428575,220.37026288114464,1779694
2023-11-04,TSLA,259.02,258.11,261.2813689752792,256.461573722706,1905053
2023-11-05,AAPL,105.61,101.44,108.25690500507281,101.08241668522216,3447075
2023-11-06,AAPL,279.17,275.0,281.33711578949635,274.2724412900105,4079189
2023-11-07,AMZN,125.4,127.16,129.62306793084068,125.34096116460124,1972330
2023-11-08,TSLA,147.64,148.55,148.74155641227836,146.31431221347245,4661864
2023-11-09,MSFT,209.9,214.51,215.8553789223037,208.60498498808093,2035341
2023-11-10,AMZN,282.12,282.59,284.64317348372236,280.1103758895803,3681180
2023-11-11,MSFT,128.54,129.63,130.207100177574,125.79479091471394,1865632
2023-11-12,TSLA,241.56,241.99,244.3482665066207,238.71445744501338,2512719
2023-11-13,TSLA,297.7,299.1,299.29369065942393,295.55402720175596,3321198
2023-11-14,AMZN,209.27,206.03,210.6159511312022,205.54135978011854,4714896
2023-11-15,AAPL,122.17,125.12,125.58244524663134,120.29073311937553,1243974
2023-11-16,AMZN,123.05,124.4,127.24482342910935,122.86233819442845,3597550
2023-11-17,MSFT,219.06,218.49,221.9051694343831,216.07827410625904,4948546
2023-11-18,TSLA,229.52,224.73,230.82528927008582,223.8514951896241,4501626
2023-11-19,AMZN,182.32,183.64,185.15272506778473,181.07802021628328,4221250
2023-11-20,TSLA,268.83,269.1,270.2295477493888,268.04442574664415,3956969
2023-11-21,MSFT,289.31,286.22,290.16677380681483,283.88146046173733,4216854
2023-11-22,AAPL,135.7,138.45,140.59994130882075,133.1047978153928,4293466
2023-11-23,AMZN,252.79,256.02,257.67898732957184,250.94456212312173,3168953
2023-11-24,TSLA,162.76,165.0,167.0100393044913,161.86829156418207,2002461
2023-11-25,AMZN,246.35,241.38,249.21297261649352,238.51496750444633,4884069
2023-11-26,MSFT,238.42,242.75,245.30560389901166,235.59533691659243,3152616
2023-11-27,TSLA,113.1,112.9,114.92219777811837,111.12082733205622,3071609
2023-11-28,TSLA,210.75,209.62,211.2027191320532,207.66300558788444,2042257
2023-11-29,AMZN,246.97,244.11,248.47026733612864,241.8368224368425,3134448
2023-11-30,AMZN,202.76,206.15,207.5600111513271,202.7064381181289,2395213
2023-12-01,AAPL,139.2,137.86,141.14498275108892,135.27516245704825,2065822
2023-12-02,AMZN,280.4,278.73,280.71069782840993,278.45716258917594,2058759
2023-12-03,AMZN,122.17,118.61,122.83900818916509,117.40941184151039,1353251
2023-12-04,TSLA,127.57,132.07,134.34397610957356,125.7778307525692,3433953
2023-12-05,MSFT,254.12,253.48,255.12368152871062,253.28889635431324,3050926
2023-12-06,AAPL,227.75,228.05,228.90602368812193,227.0076349711195,4331006
2023-12-07,TSLA,250.55,247.69,251.03123291768637,247.2499053187337,4919626
2023-12-08,AAPL,187.7,187.59,189.53958272092297,187.47312682881375,1674498
2023-12-09,MSFT,295.94,293.97,297.6219789574682,292.9570274135775,1281753
2023-12-10,AMZN,184.11,179.74,184.51944176082404,178.34303977945808,2916626
2023-12-11,AMZN,253.07,253.2,254.1100322891811,251.37297044890042,1134172
2023-12-12,AAPL,214.88,217.39,218.3544797519227,212.80475988912372,1979260
2023-12-13,TSLA,294.65,293.99,295.8780026877008,291.1440188792261,3609242
2023-12-14,AMZN,210.57,207.94,212.20069847247714,207.6711872959997,2424742
2023-12-15,AAPL,147.09,143.23,147.75198028277313,142.0615000114095,3055380
